,xml_filenames,string,date_notBefore,date_notAfter,date_exact,date_cert
919,iAph010188.xml,  ἑτερος δὲ οὐδεὶς ἕξει ἐξουσίαν ἐνθάψαι τινα ἢ ἐκθάψαι ἐπὶ ἀποτείσει   ὧν τὸ τρίτον ἔστω  τοῦ  ἐγδικήσαντος ,0234,0267,none,no value
920,iAph080093.xml,W,0200,0500,no value,no value
921,iAph020015.xml,ωδ ,0101,0300,none,no value
922,iAph121012.xml,ιιιζωα,0101,0300,none,low
923,iAph150013.xml, ωον  ,0101,0300,none,no value
924,iAph080111.xml, ὑπὸ Ἀριστοκλέους τοῦ Ἀρτεμιδώρου Μολόσσου      τῶν τριῶν εἰς τὸ θέατρον εἰσόδων  τὰ περιοικοδομήματα λιθέας καὶ λ ἀκρωτήρια τὰ εἰς τὴν κε τα ἐντος τοῦ θεάτρου τ   καὶ τὴν καταστέγασιν    ,041,100,no value,low
925,iAph150102.xml,ΧΜΓ Θεὲ βοήθι.,0301,0500,none,low
926,iAph110502.xml,Μένανδρος ,0001,0400,none,no value
927,iAph080006.xml, Ε  ΘΑ πᾶσα νίκη τῇ κύρᾳ Οὐρανίᾳ ,0001,0600,no value,no value
928,iAph150213.xml,νισι  ὁ τόπος ἐστιν μ,-0100,-0001,none,low
929,iAph080206.xml,ΓΕΡ ,-0100,-0001,none,no value
930,iAph130156.xml,"ἡ σορὸς καὶ αἱ ὑποκείμεναι εἰσῶσται δύο εἰσὶν Ἀντωνίου Ἀντιόχου καὶ Ἀντωνίας Εἰφιανάσσης γυναικὸς αὐτοῦ ἐν ᾗ σορῷ κεκήδευται Ἀντώνιος Ἀντίοχος κηδευθήσονται δὲ 



καὶ

 ἡ Εἰφιάνασσα καὶ Ἀντώνιος Ἀθη



ν

αγόρας ὁ υἱὸς αὐτῶν καὶ ὁ δεῖνα ὁ ἔκγονος ἕτερος δὲ οὐδεὶς ἕξει ἐξουσίαν ἐνθάψαι τινὰ παρὰ τοὺς προγεγραμμένους   ἢ ἐκθάψαι τῶν τεθαμμένων ἢ ταφησομένων τινά ἐπεὶ ὁ τοιοῦτό τι τολμήσας ἔσται ἐπάρατος καὶ ἀσε βὴς καὶ τυμβωρύχος καὶ προσαποτεισάτω θεᾷ Ἀφροδείτῃ ἀργυρίου 



δηνάρια

 



γ

φ καὶ εἰς τειμὰς τῶν Σεβαστῶν ἀργυρίου δηνάρια γφ ὧν τὸ τρίτον ἔσται τοῦ ἐγδικήσαντος καὶ οὐδὲν ἧττον μενεῖ κύρια τὰ ἐπ' αὐτῇ γεγραμμένα τῆς ἐπιγραφῆς ἀπετέθη ἀντίγραφον εἰς τὸ χρεοφυλάκιον ἐπὶ στεφανηφόρου Λουκίου Ἀντωνίου Κλαυδίου Διογένους Δομετείνου μηνὸς θ εἰς δὲ τὰς ἰ  σώστας ἐνταφήσονται οὓς ἂν διατάξηται ἡ Εἰφιάνασσα ",0234,0300,no value,low
931,iAph150260.xml, Ἀτταλίδα Μενεκράτους  τοῦ Ἄνδρωνος Ἄπφιον  ἀρχιέρειαν καὶ ἱέρειαν ,0001,0100,no value,low
932,iAph090014.xml,  Ἀρμενία  Νέρωνι Κλαύδιος  Δροῦσος Καῖσαρ Σεβαστὸς Γερμανικός  ,0001,0100,no value,no value
933,iAph120106.xml, στην Τιβερι,0101,0300,none,no value
934,iAph050214.xml,"

 ἐσπουδακότας ἀποδεχομέ
νης ἀεὶ ταῖς πρεπούσαις καὶ δικαί
αις πρὸς ἀξίαν μαρτυρίαις τῆς λαμ
προτάτης πόλεως τῶν Ἐφεσίων καὶ 
 συνηδομένης ὡς οἰκείοις τοῖς παν
τῶν ἀγαθοῖς, καὶ ὅσα ταῖς ἄλλαις πο
λεσιν ἐν τοῖς ἐπιφανέσιν τῶν ἀν
δρῶν ὑπάρχει πρὸς εὐδοκίμησιν
ἐξαίρετα ταῦτα ὑπάρχειν εὐτυχή
ματα πλεῖον δέ τι τῆς περὶ τὴν εὔνοι
αν ῥοπῆς ἀπονεμούσης τῇ λαμπροτάτῃ
πόλει τῶν Ἀφροδεισιέων
πρὸς τὴν πολλὰ καὶ ἐξαίρετα περὶ
τὴν ἀντίδοσιν τῆς φιλοστοργίας
 ἐστιν αὐτῇ δίκαια καὶ διὰ ταῦτα 
Αὐρήλιον Ἀχιλλέα σώματος μὲν ἄσκη
σιν ἐπανελόμενον ἀθλήσεως δὲ
 τὸν γενναιότατον βίου δὲ καὶ προ
αιρέσεως τὸν σεμνότατον ὡς ἐν αὐ
 τῷ πᾶσαν κεκρᾶσθαι τὴν ἀρετὴν ὅσην
 ψυχῆς ἐστιν καὶ σώματος ἀποδε
ξαμένης μὲν πολλάκις καὶ ἐν τοῖς
 φθάνουσιν ἀγῶσιν οἷς ἐκόσμησεν
 διαπρεπῶς καὶ μετὰ πάσης ἀγω
νισάμενος ἀνδρείας μάλιστα δὲ
 ἐν τῷ τῶν Ὀλυμπίων ἀγῶνι ὅτι προ
τρεψαμένης αὐτὸν ὡς πατρίδος
 τῆς πόλεως εἰς τὸ τελεώτατον τῶν
 ἀγωνισμάτων καὶ τὴν κρίσιν τῶν ἀν
 δρῶν μετελθεῖν ὑπακούσας καὶ
 πεισθεὶς τῇ προτροπῇ τούς τε ἀν
τιπάλους κατηγωνίσατο καὶ μετὰ
 τοσαύτης δόξης τὸν κότινον ἀνε
δήσατο ὡς ἐν τοῖς μάλιστα τῶν
 εὐδοκιμησάντων ἀγωνισμάτων
 καταριθμεῖσθαι τὴν ἀνδρείαν αὐ
τοῦ καὶ προθυμίαν  διὰ ταῦτα ἔ
δοξεν μὴ μέχρις μόνης τῆς γνώ
σεως τῶν παρόντων μηδὲ τῶν ἀ 
παντησάντων κατὰ καιρὸν τῷ στα
δίῳ στῆναι τὴν περὶ τούτων μαρτυρίαν
ἀλλὰ γὰρ καὶ παρακαταθέσθαι διὰ
 τούτου τοῦ ψηφίσματος ἔτι μᾶλ
λον αὐτὸν τῇ πατρίδι

εἴτε δὲ Βαριανοῖο ιιο 
 ἀγορεύσεις 
 μέτροις νεικήσας τοῦτον ἔχω
 κότινον 
 εἴτ' ἐπιφημίξῃς τὸν ἔφηβον Ἀρείονα φωτῶν 
 καὶ κατὰ τούτου Ζεύς ὤπασε
 μοι κότινον 
 ἐν πᾶσιν δὲ ἐθνέων ειρ
  σταδίοις τόσος εἰμί 
 ὅσσον μήτις ἐμῶν ἀστὸς ἔφυ
 προφέρειν 
 πλῆθος δὲ στεφάνων ἀγορεύει
σοι κλέος ἄλλων 
 εἰκόνι λαινέῃ καὶ τύπῳ ἡμετέρῳ
πόλλακι γὰρ δὴ Πύθια ἔχω καὶ Ὀλύμπια δεῖα 
 ἀντιπάλους νεικῶν κυδίμῳ
 εὐκλείῃ 
 οὐδενὸς ἀνθρώπων δηρεισαμένου
περὶ νείκης 
εἰς ἔριν ἐκλήτου δεύτερον ἀντιάσαι
",0212,0300,notBefore,low
935,iAph110058.xml,"


τὸν


δεῖνα


στεφανωθέντα

παίδων
στάδιον
τῷ
ἐπιτελεσθέντι
ἀγῶνι

τῆς
πεντεκαιδεκάτης

τετραετηρίδος


Ἀφρoδεισιήων


Φιλημονιήων

ἀγωνοθετούντων
τῶν
περὶ


Ἰούλιον
Αὐρήλιον

Ζήλου

ἀρχιερέως
υἱὸν
Χαρίδημον

νεοποιῶν

τὴν
δὲ
ἀνάστασιν
τοῦ

ἀνδριάντος

ποιησαμένου


Ἰουλίου
Κρατερου

τοῦ
πατρὸς


αὐτοῦ

",0226,0226,no value,low
936,iAph120526.xml,   Ἑρμοῦ ἡ γυνὴ αὐτοῦ οὐδεὶς δὲ ἕτερος μετὰ δὲ τὸ ἀφηρωϊσθῆναι τὸ μνημεῖον οὐδεὶς ἕξει ἐξουσίαν ἐπιλῦσαι καὶ ἀνοῖξαι τὴν προδηλουμένην σορὸν καὶ ἐνθάψαι τινὰ ἢ] ἐκθάψαι τῶν σωματείων ἐπεὶ εἴ τις  τούτων τι τολμήσας ἢ ἐπιχειρήσας ἢ ἐργοδοτήσας ποιήσει παρὰ τὴν γνώμην καὶ βούλησιν ἐμοῦ ἔσται ἐπάραττος καὶ ἀσεβὴς καὶ τυμβωρύχος καὶ οὔτε ἡ γῆ αὐτῷ καρπὸν ἐνένκῃ οὔτε ἡ θάλασσα αὐτῷ πλωτὴ γενήσεται σπορά τε παίδων αὐτοῦ ἐξολεῖται καὶ ἑτέρα διὰ γένους οὐ γενήσεται καὶ ζῶντι μὲν αὐτῷ ὅσα θεοὶ κατὰ ἀνθρώπων τεθείκασιν θανόντι δὲ οὐδὲ ἡ γῆ παρέξει αὐτῷ τάφον καὶ οὐδὲν ἧττον ἔσται ὑπεύθυνος προστείμῳ τῇ ἱερωτάτῃ θεῷ Ἀφροδείτῃ εἰς κόσμον αὐτῆς δηνάρια πεντακισχίλια ποιησαμένων τὴν τοῦ προστείμου ἐκδίκησιν τῶν κατ′ ἐκείνου τοῦ καιροῦ νεοπυῶν εἴ τις δὲ καὶ ἐκκόψει τὴν ἐπιγραφὴν τοῦ ὑποσορίου ὑπεύθυνος ἔστω τῷ προστείμῳ καὶ ταῖς ἀραῖς ταῖς ὑπογεγραμμέναις ἀλλὰ  μὴν καὶ τῇ ἱερωτάτῃ βουλῇ διαφέρει καὶ αὐτὴ ἡ περὶ τούτου ἐκδικία διὰ τὸ ἐπὶ ταύτῃ τῇ ἐκδικία ἀνατεθέικέναι ἐμὲ αὐτῇ εἰς αἰωνίους αὐτῆς νομὰς ἀργυρίου ἀρχαῖα  δηνάρια πεντακισχίλια καθὼς διὰ τῆς ἀναθέσεως ἧς πεπύημαι ἐπὶ τῇ ἀναστάσει τῶν ἀνδριάντων ἐμοῦ τε καὶ Πολυχρονίας τῆς γυναικός μου καὶ τοῦ υἱου Ἀπολλωνίου δηλοῦται προσβαινόντων ἀπὸ τοῦ ἐργαστηρίου μου εἰς τὴν βασιλικὴν ἐν ἀριστέροις ἐν δὲ ταῖς ὑποκειμέναις τῷ προγεγραμμένῳ βωμῷ εἰσώσταις ἐνταφήσονται οὓς ἂν ἐγὼ ὁ Ἀπολλώνιος βουληθῶ ἢ διατάξωμαι ὁμοίως οὐδεὶς ἕξει ἐξουσίαν τοῦ ἐπιλῦσαι καὶ ἀνοῖξαι καὶ ἐνθάψαι τινὰ ἢ ἐκθάψαι τῶν ἐνοντων σωματείων εἰς τὴν παρακειμένην τούτῳ τῷ μνήματι σορὸν ἐποῦσαν κατὰ τὸν πλάταν ἐν ἀριστέροις  ἐν ᾗ κεκήδευται Αὐρήλιός τε Ἑρμῆς Ζήνωνος καὶ ὁ υἱὸς αὐτοῦ Ἑρμῆς ἐνταφήσεται δὲ μόνη εἰς την προδηλουμένην Αὐρηλία Τατεία Διδύμου ἡ γεναμένη γυνὴ τοῦ Ἑρμοῦ καὶ οὐδεὶς ἕτερος  τῆς ἐπιγραφῆς ταύτης ἀντίγραφον ἀπετέθη εἰς τὸ χρεωφυλάκιον ἐπὶ στεφανηφόρου τὸ β Ἀττάλου υἱοῦ Μενάνδρου μηνὸς δωδεκάτου ,0101,0300,none,low
937,iAph150300.xml, λατο  ,0101,0300,no value,low
938,iAph010177.xml,"Ζήνωνα Ζήνωνος τοῦ Χάρητος 



το

ῦ Ζ



ή

νωνος  Αἰνείαν  




γέ
νους καὶ ἀξιώ 



μ

ατος τοῦ πρώ



τε

ύοντ




ος
 ἐν τῇ  



πατρίδι

 ἱερο 




νείκην
 



πλ

ειστο




νείκην
 




παράδο




ξον

 




παλαιστὴν
  



πα

ῖ




δα
  




Μεν
εσθεὺς 



Ἀ





πολ

λωνίου τοῦ  



Με

νεσθέως 




Πα




π

ίου Ἰσόβουνος ἀρχινεοποιὸ



ς

  θεᾶς Ἀφροδείτης  τὸν συνγενῆ ἐκ τῶν ἰδ


ί

ων καθὼς ἀγωνοθετῶν ὑπέ σχετο  ",0200,02225,no value,no value
939,iAph090031.xml, Ἰουλίαν Δρούσου Καίσαρος θυγατέρα ,0014,0069,both,no value
940,iAph120718.xml,"

 Λεοντο  Φιλίππου ϛ",0401,0600,no value,low
941,iAph120012.xml,ιπρογόνωντῶν ναῶν τῶνἐν Ἀφροδεισιάδι ,0075,0125,none,low
942,iAph110017.xml,"

 ἡ βουλὴ
ἐτίμησεν

 Εὐσεβῆι 
Μενάνδρου

τοῦ Εὐνίκου

φιλόπατριν

",0001,0100,no value,low
943,iAph050023.xml,"
οντος καὶ ἀνανεωσαμένου 
υτοσολ",0301,0600,none,low
944,iAph130122.xml,  ξιι ανομ πολι  ,0001,0300,none,low
945,iAph020303.xml, νίου Λυσίου τῶν λ,0001,0200,none,low
946,iAph030004.xml," Ζήνων Εὐθύμου φύσει δὲ Ζήνωνος  τοῦ Ἀγαθᾶ τοῦ Εὐθύμου σὺν καὶ Ἰουλίῳ  τῷ ἀδελφῷ ποίήσας μετὰ Κλαυδίου Ἱερακος υἱοῦ Ἀδράστου  ἀνέθηκεν τῇ πατρίδι σὺν καὶ τῷ περὶ αὐτὴν κόσμῳ πάντι

εἰκόνα λαϊνέην μὲνἈλεξάνδροιο δικαίου

ἡ Φρυγίης μήτηρμητέρι τῆι Καρίης

τῆς ζαθέης ἀρχής τέκμαρἄμβρθοτον ἐνθάδ' ἔπεμψεν

πᾶς δὲ λόγος μείωντ' ἀνδρὸς εὐφροσύνης.



εὐτυχῶς",0001,0133,none,low
947,iAph120518.xml, ἡ βουλὴ καΐ ὁ δῆμος ἐτείμησαν καὶ μετηλλαχυῖαν Κλαυδίαν Κλαυδίου Ἀπολλωνίου ἀρχιερέως θυγατέρα  Τρυφῶσαν Παυλεῖναν ἀρχιέρειαν διά τε τὴν τοῦ πατρὸς  καὶ τῶν προγόνων αὐτῆς εἰς  τὴν πατρίδα ἐν πᾶσι φιλοτειμείαν καὶ διὰ τὴν ἑαυτῆς κοσμιότητα κάλλει διενενκοῦσαν καὶ τελευτήσασαν παρ  θένον ἔτι  ,0100,0200,no value,low
948,iAph130106.xml, ἡ σορός ἐστιν κὲ ὁ τόπος  Διονυσίου  δ  Διογενιανοῦ ,0168,0233,none,low
949,iAph090114.xml,"

νοιι
λυσαμ
δεκα

",0100,0300,both,low
950,iAph010122.xml, ΕΙ ΟΙΙ Ν ,0001,0100,no value,low
951,iAph150318.xml,  Ο ΙΑΙΙΚΜΑΥΙΙΙΟ ΤΟΥ κειμένη εἰς ΤΟ ΝΠ  Ζήνωνος καὶ Ζήνων   Πολυχρονιος  Τ  ,0101,0300,none,no value
952,iAph090025.xml,  Ἀφροδίτηι  θει Σεβαστ Τιβερίωι Κλαυδίωι Καίσαρι τῶι Δήμωι  Τιβέριος Κλαύδιος Διογένης φιλοπολίτης ἃ ἐπηνγείλατο   Διογένης ὁ πατὴρ αὐτοῦ καὶ Ἀτταλὶς   καὶ ὑπὲρ Ἀττάλου τοῦ θείου τὸ καθ' ἑαυτὸν μέρος  ἀποκα θέσστησεν ,0041,0054,both,no value
953,iAph110063.xml,W,0301,0500,none,low
954,iAph130502.xml,Τατι Περιγένου γυνὴ δὲ Ἀπολλωνίου Ἡρόδοτε Ἀπολλωνίου χαίρετε,-0125,-0001,none,low
955,iAph050009.xml,Θεᾷ Ἀφροδείτῃ καὶ  αὐτοκράτορι Καίσαρι Θεοῦ Τραϊανοῦ Παρθικοῦ υἱῷ  Τραϊανῷ Ἁδριανῷ   Εὐδάμου καὶ Ζήνωνος καὶ Εὐδάμου καὶ Καλλίου τῶν    καὶ λουτῆρσιν  Ζήνωνος τοῦ Εὐδάμου καὶ ὑπὲρ Ἀπφίωνος ὑπέσχετο τὸ ἀλειπτήριον  Ζήνωνος τοῦ Εὐδάμου καὶ ὑπὲρ Ἀπφίω Ζήνωνος τοῦ Εὐδάμου ἀνέθηκεν καὶ τῷ ,0117,0138,both,low
956,iAph150301.xml,  τὴν σορὸν κατεσκεύασεν  πμλ  ,0101,0300,none,low
957,iAph010011.xml,"
 ΧΜΓ τόπος Λουκᾶ φιλοπόνου",0401,0600,none,no value
958,iAph120928.xml,ὁ δῆμος τῆς λαμπροτάτης Ἀφροδεισιέων πόλεως τὸν λαμπρότατον δῆμον Ἡρακλεωτῶν  συνθύσαντα  ἐπὶ τῇ δεδομένῃ τοῦ ἱεροῦ ἀγῶνος δωρεᾷ προνοησαμένου Μάρκου Αὐρηλίου Ἀντωνίου Νεικομά  χου Βλάστου πρω τολόγου ἄρχοντος τὸ γ ,0225,0275,no value,low
959,iAph150316.xml, Ι εἰς τὸ χρεοφυλάκιον  ,0101,0300,none,no value
960,iAph130403.xml, ἡ σορός ἐστιν καὶ ὁ περὶ αὐτὴν πλάτος Ποπλίας Καλβισίας   ΩΖ  ΣΙΝ  Περιτιανῆς τῆς ἐγγόνου Ἰουλιανοῦ τῆς καὶ ,0101,0300,none,no value
961,iAph120212.xml, ὁ πλάτας σὺν τῇ ἐπικειμένῃ αὐτῷ σορῷ καὶ τῷ ἐν αὐτῷ μνημείῳ καὶ τῷ βωμῷ καὶ αἱ εἰσῶσταί εἰσιν Γαΐου τοῦ Ἀπολλωνίου τοῦ Ἀπολλωνίου ἕβδομον  ,0101,0300,none,low
962,iAph120214.xml,"  Προυσιάδα ἀνδρῶν πανκράτιν, Κλαυδιόπολιν  Ἄνκυραν τῆς Γαλατίας, Πεσσινοῦντα , Δαμασκὸν  β,  Βηρυτὸν, Τύρον, Καισαρείαν τῆς Στράτωνος,  Νεάπολιν τῆς Σαμαρίας, Σκυθόπολιν, Γάζαν,  Καισάρειαν Πανιάδα  β, Ἱερόπολιν, Ἀναζαρβὸν, Μοψ ουεστίαν, Τρίπολιν τῆς Συρίας, Φιλαδέλφειαν τῆς  Ἀραβίας, Ζεῦγμα πρὸς τῷ Εὐφράτῃ, Κιβύραν",0138,0169,none,no value
963,iAph110403.xml, τὸ μνημεῖον καὶ τὴν ἐπ' αὐτῷ σορὸν καὶ τὰς εἰσώστας κατεσκεύασεν  Ζήνων Ἀπολλωνίου τοῦ Γάμου      κεκήδευται Ζήνων ὁ προγεγραμμένος ἀνατεθεικὼς    εἰς αἰωνίους κλήρους ἀργυρίου δηνάρια ε κηδευ ΟΥ τοῦ Γάμου ὁ τοῦ ἀδελφοῦ αὐτοῦ υἱὸς  τοῖς χρυσοφόροις νεοπυοῖς εἰς αἰωνίους κλήρους  δηλοῦται ἔτι κηδευθήσεται ἐν τῇ σορῷ  ΟΥ ἕτερος δὲ οὐδεὶς ἐξουσίαν ἕξει  τῇ σορ' οὔτε ἀνῦξαι αὐτὴν ἐπεὶ ἀποτείσει εἰς τὸφίσκον ἀργυρίου δηνάρια γ ὧν τὸν τρίτον ἔστω τοῦ ἐκδικήσαντοςΡ κηδευθήσονται οὓς ἂν Χρήσιμος  ἀπετέθη εἰς τὸ χρεοφυλάκιον ἐπὶ στεφανηφόρου  ,0001,0400,none,low
964,iAph120719.xml,"ιτοξ  ι  ἔδοξεν τῇ ἱερᾷ ξυστικῇ πε ριπολιστικῇ εὐσεβεῖ σεβαστῇ συνόδῳ καὶ  τῷ σύνπαντι ξυστῷ τῶν περὶ τὸν Ἡρακλέα  καὶ αὐτοκράτορα Καίσαρα Τραιανὸν Ἁδρι ανὸν Σεβαστὸν διαπέμψασθαι τόδε τὸ ψήφισμα τῇ ἱερωτάτῃ Ἀφροδεισιέων βουλῇ καὶ  τῷ δήμῳ  ἐπεὶ Καλλικράτης Διογένους Ἀφρο Ω πανκρατιαστὴς ἱερονείκης πλειστονείκης ἀπὸ πρώτης ἡλικίας εἰς τὰς ὁδοὺς τῆς ἀρετῆς τραπεὶς ἱδρῶσι καὶ πόνοις ἐκτήσατο τὴν εὐκλεῆ δόξαν  τητός τε παρὰ πᾶσιν ἀνθρώποις καθ' ὅλης τῆς οἰκουμένης γείνεται διά τε τὴν ὁλόκληρον  αὐτῷ πεφιλοπονημένην σοφίαν σωματι γὰρ ὑπερβάλων ἅπαντας ἀρχαίους ἐθαυμάσθη τὴν φύσιν ψυχῆς τε ἐπιμελούμενος ἐμακαρίζετο τὸν τρόπον ὧν ἕνεκα ἁπάντων πρὸς  τὸ ὑπερβάλλον τῆς δόξης ἑρπύσας ὁ βάσκα νος φθόνος τὸ κοινὸν ἡμῶν ἀγαθὸν νεμεσήσας ἀπήνεγκεν ἐνειρείσας εἰς μέρη τοῦ σώματος τὰ εὐχρηστότατα πανκρατιασταῖς τοὺςμους διὸ ἔδοξεν τύχῃ τῇ ἀγαθῇ αἰτήσασθαι τὴν Ἀφροδεισιέων πόλιν τόπους ἐπιτη δείους ὅπως ποιησώμεθα τοῦ μεγάλου ἱερονείκου εἰκόνων ἀναθέσεις καὶ ἀνδρειάντος ἀνάστασιν καθὰ καὶ ἐν τῇ μητροπόλει  τῆς Ἀσίας Ἐφέσῳ  ἐχουσῶν τῶν τειμῶν  ἐπιγραφὰς τὰς προσηκούσας τῷ Καλλικράτει,  ἵνα διὰ τούτου τοῦ ψηφίσματος τὸ βαρύθυμον  πρὸς εἱμαρμένην ἀπαραίτητον αἱ τῶν τειμῶν χάριτες εὐπαρηγόρητον ἡμεῖν τὸν συν   αθλητὴν καταστήσωσιν  ",117,138,no value,no value
965,iAph120417.xml,ἡ βουλὴ καὶ ὁ δῆμος ἐτείμησεν Ἀπολλωνίου  ἀρχιερέα  ταμίαν πρωτονεοποιὸν πρῶτον ἄρχοντα δὶς  γραμματέα τοῦ  δήμου δὶς βούλαρχον καὶ τὰς  ἄλλας πάσας  ἀρχὰς καὶ λειτουργίας ἐνδόξως ἀπὸ προγόνων ἐκτετελεκότα ἄνδρα πρᾶον καὶ ἐπιεικῆ καὶ  ἐν πᾶσιν φιλότειμον περὶ  τὴν πατρίδα    ἐπιμελησαμένου Μάρκου Αὐρηλίου Ζηνοβίου Εἰάσονος ἀρχιε  ρέως τοῦ γαμβροῦ αὐτοῦ ,0168,0300,none,low
966,iAph080228.xml, Θεόδωρος ἀνέθηκεν,0001,0200,none,low
967,iAph110223.xml,  Ζήνωνα Ἀρτεμιδώρου τοῦ Δημοφάντου νεικήσαντα παίδων πυγμὴν τῷ ἐπιτελεσθέν  τι ἀγῶνι τῆς τρίτης τετραετηρίδος  Ἀφροδισιήων  Φιλη μονιήων ἀγωνοθετοῦντος Τίτου  Αἰλίου Ἀδράστου  τὴν δὲ ἀνάστασιν  τοῦ ἀνδριάντος ποι ησαμένου Ἀρτεμιδώρου τοῦ πατρὸς αὐ  του λαβόντος τὸ θέμα παρὰ τῶν κληρονόμων τοῦ Φιλήμονος κα τὰ τὴν Οὐλπίου Εὐρυ κλέους τοῦ λογιστοῦ κέλευσιν ,0190,0190,none,low
968,iAph080092.xml,"

a: 

b: 





γαια  ευν





5  στρο

οπω ",0200,0500,no value,no value
969,iAph110043.xml,   εἰς ἣν σορὸν ταφήσομαι ἐγώ τε ὁ Μελτινιανὸς καὶ τὰ γνήσιά μου παιδία  εἰ δὲ ἕτερός τις βουληθείη ἐνθάψαι  τινά δώσει προστείμου τῇ θεῷ   Ἀφροδείτῃ δηνάρια ε ,0101,0300,none,no value
970,iAph080009.xml,"

Παρδαλᾶ μειμολόγου

Συρου σκεύη
μετὰ Φιλιστίωνα",0001,0600,no value,low
971,iAph110101.xml,"

υλ
",0301,0600,none,low
